Sat1.X                    Sat1.Y                    Sat1.Z                    Sat1.ElapsedDays          Sat1.RAAN                 Sat1.Earth.RMAG           
-756.217                  6724.12                   3049.43                   1.70013                   99.8144                   7421.9                    
-608.984                  6392.06                   3722.18                   1.70134                   99.8147                   7421.86                   
-455.241                  5992.08                   4355.58                   1.70255                   99.8152                   7421.81                   
-296.607                  5528.34                   4942.89                   1.70376                   99.8159                   7421.78                   
-134.759                  5005.73                   5477.87                   1.70497                   99.8168                   7421.76                   
28.5916                   4429.74                   5954.78                   1.70618                   99.8178                   7421.77                   
191.711                   3806.43                   6368.51                   1.70739                   99.819                    7421.83                   
352.863                   3142.41                   6714.59                   1.7086                    99.8204                   7421.93                   
510.329                   2444.73                   6989.29                   1.70981                   99.8219                   7422.08                   
662.425                   1720.81                   7189.6                    1.71102                   99.8236                   7422.29                   
807.525                   978.367                   7313.35                   1.71223                   99.8253                   7422.56                   
944.069                   225.349                   7359.17                   1.71345                   99.8271                   7422.9                    
1070.59                   -530.182                  7326.52                   1.71466                   99.8289                   7423.29                   
1185.74                   -1280.14                  7215.75                   1.71587                   99.8306                   7423.73                   
1288.26                   -2016.48                  7028.04                   1.71708                   99.8323                   7424.23                   
1377.08                   -2731.32                  6765.39                   1.7183                    99.8339                   7424.75                   
1451.24                   -3416.99                  6430.65                   1.71951                   99.8354                   7425.31                   
1509.94                   -4066.18                  6027.42                   1.72072                   99.8367                   7425.87                   
1552.57                   -4671.95                  5560.06                   1.72193                   99.8379                   7426.43                   
1578.69                   -5227.86                  5033.6                    1.72314                   99.8388                   7426.97                   
1588.02                   -5728.03                  4453.69                   1.72436                   99.8396                   7427.48                   
1580.47                   -6167.16                  3826.54                   1.72557                   99.8402                   7427.94                   
1569.67                   -6373.3                   3477.73                   1.72621                   99.8405                   7428.15                   
1562.69                   -6467.11                  3303.56                   1.72652                   99.8406                   7428.25                   
1553.76                   -6564.78                  3109.66                   1.72686                   99.8407                   7428.36                   
1521.67                   -6808.25                  2552.77                   1.72783                   99.8409                   7428.61                   
1468.46                   -7044.01                  1847.55                   1.729                     99.8411                   7428.85                   
1398.71                   -7211.71                  1106.85                   1.73021                   99.8412                   7429.01                   
1313.98                   -7303.44                  352.607                   1.73142                   99.8412                   7429.07                   
1215.3                    -7317.72                  -405.52                   1.73263                   99.8412                   7429.03                   
1103.73                   -7254.39                  -1159.33                  1.73384                   99.8412                   7428.89                   
980.453                   -7114.1                   -1900.85                  1.73504                   99.8413                   7428.65                   
846.76                    -6898.32                  -2622.25                  1.73625                   99.8414                   7428.33                   
704.061                   -6609.33                  -3315.88                  1.73746                   99.8417                   7427.92                   
553.859                   -6250.15                  -3974.41                  1.73867                   99.8421                   7427.45                   
397.737                   -5824.53                  -4590.85                  1.73988                   99.8427                   7426.92                   
237.344                   -5336.94                  -5158.63                  1.74109                   99.8435                   7426.35                   
74.3775                   -4792.52                  -5671.7                   1.7423                    99.8445                   7425.76                   
-89.4321                  -4197.02                  -6124.54                  1.74351                   99.8457                   7425.16                   
-252.345                  -3556.73                  -6512.3                   1.74473                   99.847                    7424.56                   
-412.622                  -2878.46                  -6830.8                   1.74594                   99.8486                   7423.99                   
-568.553                  -2169.41                  -7076.58                  1.74715                   99.8503                   7423.44                   
-718.467                  -1437.17                  -7246.97                  1.74836                   99.852                    7422.95                   
-812.632                  -948.688                  -7316.79                  1.74916                   99.8533                   7422.66                   
-920.69                   -357.019                  -7356.35                  1.75011                   99.8547                   7422.34                   
-1012.84                  177.887                   -7350.5                   1.75097                   99.8561                   7422.08                   
-1129.29                  902.628                   -7279.63                  1.75213                   99.8579                   7421.79                   
-1238.13                  1643.44                   -7130.62                  1.75334                   99.8597                   7421.56                   
-1334.24                  2369.55                   -6905.23                  1.75455                   99.8614                   7421.4                    
-1416.17                  3070.58                   -6606.18                  1.75576                   99.863                    7421.29                   
-1483.01                  3738.75                   -6236.78                  1.75697                   99.8644                   7421.25                   
-1534.06                  4366.9                    -5801.03                  1.75819                   99.8656                   7421.26                   
-1568.77                  4948.35                   -5303.63                  1.7594                    99.8667                   7421.3                    
-1586.79                  5476.96                   -4749.94                  1.76061                   99.8675                   7421.38                   
-1587.95                  5947.14                   -4145.89                  1.76181                   99.8682                   7421.48                   
-1572.23                  6353.93                   -3497.97                  1.76302                   99.8687                   7421.59                   
-1539.82                  6693.08                   -2813.07                  1.76423                   99.869                    7421.71                   
-1491.08                  6961.06                   -2098.47                  1.76544                   99.8692                   7421.81                   
-1426.53                  7155.08                   -1361.77                  1.76665                   99.8693                   7421.9                    
-1346.85                  7273.14                   -610.747                  1.76785                   99.8694                   7421.96                   
-1252.9                   7314.02                   146.668                   1.76906                   99.8694                   7422.01                   
-1145.67                  7277.33                   902.484                   1.77027                   99.8694                   7422.03                   
-1026.27                  7163.44                   1648.73                   1.77148                   99.8694                   7422.03                   
-895.985                  6973.57                   2377.53                   1.77268                   99.8696                   7422                      
-756.166                  6709.69                   3081.21                   1.77389                   99.8698                   7421.96                   
-608.284                  6374.56                   3752.32                   1.7751                    99.8702                   7421.92                   
-453.899                  5971.67                   4383.76                   1.77631                   99.8707                   7421.88                   
-294.637                  5505.26                   4968.81                   1.77752                   99.8715                   7421.84                   
-132.178                  4980.2                    5501.25                   1.77872                   99.8724                   7421.83                   
31.7537                   4402.04                   5975.36                   1.77993                   99.8734                   7421.85                   
195.421                   3776.85                   6386.07                   1.78115                   99.8747                   7421.91                   
357.082                   3111.28                   6728.94                   1.78236                   99.8761                   7422.01                   
515.012                   2412.37                   7000.27                   1.78357                   99.8777                   7422.16                   
667.522                   1687.56                   7197.1                    1.78478                   99.8793                   7422.38                   
812.979                   944.605                   7317.28                   1.78599                   99.881                    7422.65                   
949.824                   191.422                   7359.48                   1.7872                    99.8828                   7422.99                   
1076.59                   -563.919                  7323.22                   1.78842                   99.8846                   7423.38                   
1191.91                   -1313.32                  7208.86                   1.78963                   99.8864                   7423.82                   
1294.54                   -2048.75                  7017.64                   1.79084                   99.8881                   7424.31                   
1383.4                    -2762.32                  6751.6                    1.79205                   99.8896                   7424.84                   
1457.53                   -3446.4                   6413.61                   1.79327                   99.8911                   7425.39                   
1516.14                   -4093.67                  6007.32                   1.79448                   99.8924                   7425.95                   
1558.62                   -4697.23                  5537.12                   1.79569                   99.8936                   7426.5                    
1584.51                   -5250.67                  5008.07                   1.7969                    99.8946                   7427.04                   
1593.55                   -5748.12                  4425.84                   1.79811                   99.8954                   7427.54                   
1585.67                   -6184.33                  3796.68                   1.79932                   99.896                    7427.99                   
1576.11                   -6367.18                  3486.08                   1.79989                   99.8962                   7428.18                   
1568.61                   -6469.51                  3296.11                   1.80023                   99.8963                   7428.29                   
1559.22                   -6571.91                  3091.9                    1.8006                    99.8964                   7428.4                    
1523.73                   -6832.95                  2484.78                   1.80164                   99.8967                   7428.67                   
1468.69                   -7063.76                  1770.54                   1.80283                   99.8969                   7428.9                    
1397.44                   -7223.73                  1027.42                   1.80404                   99.897                    7429.05                   
1311.28                   -7307.38                  272.291                   1.80525                   99.897                    7429.09                   
1211.2                    -7313.53                  -485.798                  1.80646                   99.897                    7429.04                   
1098.27                   -7242.09                  -1238.71                  1.80767                   99.897                    7428.89                   
973.693                   -7093.82                  -1978.5                   1.80887                   99.8971                   7428.65                   
838.771                   -6870.29                  -2697.32                  1.81008                   99.8972                   7428.32                   
694.925                   -6573.82                  -3387.6                   1.81129                   99.8975                   7427.91                   
543.672                   -6207.53                  -4042                     1.8125                    99.898                    7427.43                   
386.609                   -5775.26                  -4653.58                  1.81371                   99.8986                   7426.9                    
225.391                   -5281.54                  -5215.84                  1.81492                   99.8995                   7426.33                   
61.7279                   -4731.58                  -5722.76                  1.81613                   99.9005                   7425.74                   
-102.645                  -4131.18                  -6168.91                  1.81734                   99.9017                   7425.14                   
-265.979                  -3486.7                   -6549.51                  1.81856                   99.9031                   7424.54                   
-426.533                  -2804.98                  -6860.43                  1.81977                   99.9047                   7423.97                   
-582.591                  -2093.28                  -7098.32                  1.82098                   99.9064                   7423.43                   
-732.485                  -1359.18                  -7260.59                  1.82219                   99.9082                   7422.94                   
-820.41                   -902.627                  -7321.77                  1.82293                   99.9094                   7422.67                   
-878.093                  -591.447                  -7346.61                  1.82343                   99.9101                   7422.5                    
-942.975                  -229.265                  -7358.6                   1.82402                   99.9111                   7422.31                   
-1060.45                  463.966                   -7331.19                  1.82513                   99.9128                   7422                      
-1176.55                  1207.32                   -7227.73                  1.82633                   99.9146                   7421.73                   
-1281.19                  1944.2                    -7046.82                  1.82754                   99.9164                   7421.52                   
-1372.29                  2660.93                   -6790.66                  1.82875                   99.918                    7421.38                   
-1448.77                  3349.23                   -6462.15                  1.82996                   99.9196                   7421.3                    
-1509.82                  4001.68                   -6064.85                  1.83118                   99.9209                   7421.28                   
-1554.79                  4611.31                   -5603.05                  1.83239                   99.9221                   7421.3                    
-1583.21                  5171.65                   -5081.74                  1.8336                    99.9231                   7421.36                   
-1594.79                  5676.78                   -4506.51                  1.83481                   99.9239                   7421.45                   
-1589.42                  6121.37                   -3883.55                  1.83602                   99.9245                   7421.55                   
-1567.17                  6500.76                   -3219.5                   1.83722                   99.9249                   7421.66                   
-1528.28                  6810.97                   -2521.45                  1.83843                   99.9252                   7421.77                   
-1473.19                  7048.78                   -1796.79                  1.83964                   99.9253                   7421.86                   
-1402.48                  7211.73                   -1053.22                  1.84085                   99.9254                   7421.94                   
-1316.91                  7298.13                   -298.58                   1.84205                   99.9254                   7422                      
-1217.37                  7307.1                    459.148                   1.84326                   99.9254                   7422.03                   
-1104.92                  7238.57                   1211.98                   1.84447                   99.9255                   7422.04                   
-980.749                  7093.26                   1951.98                   1.84568                   99.9255                   7422.02                   
-846.153                  6872.69                   2671.35                   1.84688                   99.9257                   7421.99                   
-702.549                  6579.17                   3362.48                   1.84809                   99.926                    7421.95                   
-551.448                  6215.76                   4018.07                   1.8493                    99.9265                   7421.9                    
-394.441                  5786.27                   4631.16                   1.85051                   99.9271                   7421.86                   
-233.185                  5295.18                   5195.22                   1.85172                   99.9279                   7421.84                   
-69.3825                  4747.67                   5704.25                   1.85293                   99.9289                   7421.83                   
95.2304                   4149.49                   6152.78                   1.85414                   99.9301                   7421.87                   
258.903                   3506.98                   6536                      1.85535                   99.9315                   7421.94                   
419.892                   2826.93                   6849.76                   1.85656                   99.933                    7422.06                   
576.481                   2116.57                   7090.66                   1.85777                   99.9346                   7422.24                   
726.993                   1383.47                   7256.08                   1.85898                   99.9363                   7422.48                   
869.815                   635.447                   7344.2                    1.86019                   99.938                    7422.78                   
1003.41                   -119.473                  7354.04                   1.86141                   99.9398                   7423.14                   
1126.35                   -873.217                  7285.46                   1.86262                   99.9416                   7423.55                   
1237.31                   -1617.7                   7139.2                    1.86383                   99.9433                   7424.02                   
1335.11                   -2344.94                  6916.81                   1.86504                   99.9449                   7424.53                   
1418.69                   -3047.17                  6620.7                    1.86626                   99.9465                   7425.06                   
1487.17                   -3716.85                  6254.06                   1.86747                   99.9478                   7425.62                   
1539.81                   -4346.85                  5820.83                   1.86868                   99.9491                   7426.18                   
1576.07                   -4930.45                  5325.7                    1.86989                   99.9501                   7426.73                   
1595.56                   -5461.45                  4773.99                   1.8711                    99.951                    7427.26                   
1598.09                   -5934.24                  4171.61                   1.87231                   99.9516                   7427.75                   
1583.65                   -6343.83                  3525.01                   1.87352                   99.9521                   7428.18                   
1577.6                    -6433.12                  3362.35                   1.87382                   99.9522                   7428.27                   
1568.45                   -6541.3                   3151.54                   1.87419                   99.9523                   7428.38                   
1547.86                   -6719.82                  2762.58                   1.87487                   99.9525                   7428.57                   
1502.32                   -6966.6                   2096.9                    1.87599                   99.9527                   7428.83                   
1438.56                   -7159.3                   1365.77                   1.87719                   99.9528                   7429.02                   
1359.17                   -7277.79                  615.059                   1.8784                    99.9528                   7429.12                   
1265.31                   -7319.18                  -142.713                  1.87961                   99.9528                   7429.12                   
1158.03                   -7282.94                  -898.986                  1.88082                   99.9529                   7429.02                   
1038.46                   -7169.43                  -1645.72                  1.88203                   99.9529                   7428.83                   
907.868                   -6979.85                  -2375                     1.88324                   99.9531                   7428.54                   
767.622                   -6716.2                   -3079.14                  1.88445                   99.9533                   7428.17                   
619.203                   -6381.24                  -3750.67                  1.88566                   99.9537                   7427.73                   
464.175                   -5978.47                  -4382.48                  1.88687                   99.9543                   7427.23                   
304.174                   -5512.13                  -4967.84                  1.88808                   99.9551                   7426.67                   
140.892                   -4987.12                  -5500.51                  1.88929                   99.956                    7426.09                   
-23.9401                  -4408.96                  -5974.81                  1.8905                    99.9572                   7425.49                   
-188.571                  -3783.79                  -6385.63                  1.89171                   99.9585                   7424.89                   
-351.247                  -3118.23                  -6728.56                  1.89292                   99.96                     7424.3                    
-510.235                  -2419.33                  -6999.89                  1.89413                   99.9616                   7423.74                   
-663.831                  -1694.57                  -7196.67                  1.89534                   99.9634                   7423.22                   
-810.393                  -951.662                  -7316.75                  1.89656                   99.9652                   7422.76                   
-850.06                   -740.9                    -7336.48                  1.8969                    99.9657                   7422.63                   
-885.788                  -547.199                  -7349.14                  1.89721                   99.9662                   7422.53                   
-1004.25                  124.062                   -7352.89                  1.89829                   99.9679                   7422.19                   
-1125.83                  867.733                   -7284.5                   1.89948                   99.9697                   7421.88                   
-1236.96                  1611.03                   -7138.29                  1.90069                   99.9715                   7421.64                   
-1335.07                  2338.04                   -6915.86                  1.90191                   99.9732                   7421.46                   
-1418.97                  3040.1                    -6619.71                  1.90312                   99.9748                   7421.34                   
-1487.75                  3709.61                   -6253.07                  1.90433                   99.9762                   7421.29                   
-1540.69                  4339.41                   -5819.89                  1.90554                   99.9774                   7421.28                   
-1577.21                  4922.81                   -5324.87                  1.90675                   99.9785                   7421.32                   
-1596.96                  5453.62                   -4773.33                  1.90796                   99.9794                   7421.39                   
-1599.73                  5926.24                   -4171.19                  1.90917                   99.9801                   7421.48                   
-1585.5                   6335.7                    -3524.9                   1.91038                   99.9806                   7421.58                   
-1554.44                  6677.71                   -2841.34                  1.91159                   99.9809                   7421.68                   
-1506.89                  6948.71                   -2127.78                  1.9128                    99.9811                   7421.78                   
-1443.36                  7145.88                   -1391.8                   1.914                     99.9812                   7421.86                   
-1364.52                  7267.18                   -641.188                  1.91521                   99.9813                   7421.92                   
-1271.23                  7311.36                   116.137                   1.91642                   99.9813                   7421.96                   
-1164.45                  7277.99                   872.181                   1.91762                   99.9813                   7421.98                   
-1045.32                  7167.42                   1618.98                   1.91883                   99.9813                   7421.97                   
-915.09                   6980.81                   2348.65                   1.92004                   99.9815                   7421.95                   
-775.128                  6720.13                   3053.49                   1.92125                   99.9817                   7421.91                   
-626.904                  6388.08                   3726.05                   1.92245                   99.9821                   7421.86                   
-471.979                  5988.15                   4359.21                   1.92366                   99.9827                   7421.82                   
-311.985                  5524.51                   4946.25                   1.92487                   99.9834                   7421.78                   
-148.61                   5002.03                   5480.91                   1.92608                   99.9843                   7421.77                   
16.4144                   4426.2                    5957.46                   1.92729                   99.9854                   7421.79                   
181.339                   3803.11                   6370.81                   1.9285                    99.9867                   7421.84                   
344.406                   3139.34                   6716.48                   1.92971                   99.9882                   7421.94                   
503.879                   2441.95                   6990.75                   1.93092                   99.9897                   7422.1                    
658.051                   1718.35                   7190.62                   1.93213                   99.9914                   7422.32                   
805.272                   976.26                    7313.91                   1.93335                   99.9931                   7422.59                   
943.964                   223.614                   7359.27                   1.93456                   99.9949                   7422.93                   
1072.64                   -531.527                  7326.16                   1.93577                   99.9967                   7423.32                   
1189.91                   -1281.08                  7214.94                   1.93698                   99.9984                   7423.77                   
1294.52                   -2017                     7026.78                   1.9382                    100                       7424.27                   
1385.35                   -2731.4                   6763.72                   1.93941                   100.002                   7424.8                    
1461.43                   -3416.65                  6428.58                   1.94062                   100.003                   7425.36                   
1521.96                   -4065.41                  6024.98                   1.94183                   100.004                   7425.92                   
1566.28                   -4670.77                  5557.28                   1.94305                   100.005                   7426.49                   
1593.94                   -5226.3                   5030.5                    1.94426                   100.006                   7427.03                   
1604.64                   -5726.1                   4450.31                   1.94547                   100.007                   7427.54                   
1598.3                    -6164.89                  3822.92                   1.94668                   100.007                   7428                      
1588.41                   -6365.34                  3483.93                   1.9473                    100.008                   7428.21                   
1576.96                   -6516.37                  3198.58                   1.94781                   100.008                   7428.37                   
1559.57                   -6679.05                  2853.3                    1.94842                   100.008                   7428.55                   
1516.4                    -6933.85                  2193.09                   1.94954                   100.008                   7428.82                   
1454.92                   -7136.39                  1464.76                   1.95074                   100.008                   7429.02                   
1377.62                   -7265.14                  715.539                   1.95194                   100.008                   7429.13                   
1285.67                   -7316.94                  -41.8275                  1.95315                   100.008                   7429.15                   
1180.07                   -7291.12                  -798.773                  1.95436                   100.008                   7429.06                   
1061.95                   -7187.95                  -1547.23                  1.95557                   100.008                   7428.88                   
932.554                   -7008.52                  -2279.29                  1.95678                   100.008                   7428.6                    
793.247                   -6754.71                  -2987.21                  1.95799                   100.009                   7428.24                   
645.496                   -6429.18                  -3663.5                   1.9592                    100.009                   7427.8                    
490.86                    -6035.35                  -4300.98                  1.96041                   100.01                    7427.3                    
330.97                    -5577.34                  -4892.88                  1.96162                   100.01                    7426.75                   
167.516                   -5059.99                  -5432.89                  1.96283                   100.011                   7426.16                   
2.23058                   -4488.73                  -5915.25                  1.96404                   100.012                   7425.55                   
-163.133                  -3869.59                  -6334.78                  1.96525                   100.014                   7424.95                   
-326.813                  -3209.16                  -6686.96                  1.96646                   100.015                   7424.35                   
-487.061                  -2514.43                  -6967.99                  1.96767                   100.017                   7423.78                   
-642.168                  -1792.82                  -7174.82                  1.96889                   100.018                   7423.25                   
-790.471                  -1052.02                  -7305.19                  1.9701                    100.02                    7422.76                   
-880.865                  -572.635                  -7347.75                  1.97087                   100.021                   7422.49                   
-969.812                  -77.208                   -7358.19                  1.97167                   100.022                   7422.23                   
-1091.01                  642.627                   -7313.1                   1.97282                   100.024                   7421.91                   
-1206.12                  1386.46                   -7190.53                  1.97403                   100.026                   7421.63                   
-1308.99                  2119.09                   -6990.97                  1.97524                   100.028                   7421.43                   
-1397.97                  2829.42                   -6716.82                  1.97645                   100.029                   7421.29                   
-1472.05                  3509.47                   -6371.12                  1.97766                   100.031                   7421.22                   
-1530.45                  4151.94                   -5957.62                  1.97888                   100.032                   7421.2                    
-1572.55                  4750.01                   -5480.78                  1.98009                   100.033                   7421.22                   
-1597.92                  5297.32                   -4945.75                  1.9813                    100.034                   7421.28                   
-1606.29                  5788.1                    -4358.26                  1.98251                   100.035                   7421.37                   
-1597.6                   6217.16                   -3724.62                  1.98372                   100.035                   7421.47                   
-1571.93                  6580.01                   -3051.58                  1.98492                   100.036                   7421.57                   
-1529.59                  6872.87                   -2346.33                  1.98613                   100.036                   7421.67                   
-1471.03                  7092.68                   -1616.33                  1.98734                   100.036                   7421.76                   
-1396.87                  7237.17                   -869.321                  1.98855                   100.036                   7421.83                   
-1307.9                   7304.86                   -113.184                  1.98975                   100.036                   7421.89                   
-1205.06                  7295.05                   644.081                   1.99096                   100.036                   7421.91                   
-1089.44                  7207.87                   1394.51                   1.99217                   100.036                   7421.92                   
-962.258                  7044.22                   2130.18                   1.99338                   100.036                   7421.9                    
-824.844                  6805.83                   2843.33                   1.99458                   100.036                   7421.87                   
-678.644                  6495.18                   3526.43                   1.99579                   100.037                   7421.84                   
-525.196                  6115.52                   4172.25                   1.997                     100.037                   7421.8                    
-366.12                   5670.82                   4773.92                   1.99821                   100.038                   7421.76                   
-203.089                  5165.75                   5325.05                   1.99942                   100.039                   7421.75                   
-37.8322                  4605.61                   5819.75                   2.00063                   100.04                    7421.76                   
127.9                     3996.31                   6252.71                   2.00184                   100.041                   7421.81                   
292.346                   3344.29                   6619.29                   2.00305                   100.043                   7421.9                    
453.753                   2656.45                   6915.5                    2.00426                   100.044                   7422.05                   
610.398                   1940.13                   7138.15                   2.00547                   100.046                   7422.25                   
760.601                   1202.95                   7284.79                   2.00668                   100.047                   7422.51                   
902.753                   452.793                   7353.81                   2.00789                   100.049                   7422.84                   
1035.33                   -302.312                  7344.45                   2.00911                   100.051                   7423.22                   
1156.9                    -1054.28                  7256.77                   2.01032                   100.053                   7423.66                   
1266.18                   -1795.06                  7091.72                   2.01153                   100.054                   7424.14                   
1361.97                   -2516.7                   6851.05                   2.01274                   100.056                   7424.67                   
1443.27                   -3211.47                  6537.38                   2.01396                   100.057                   7425.22                   
1509.19                   -3871.95                  6154.07                   2.01517                   100.059                   7425.78                   
1559.05                   -4491.1                   5705.27                   2.01638                   100.06                    7426.35                   
1592.33                   -5062.31                  5195.79                   2.01759                   100.061                   7426.9                    
1608.66                   -5579.53                  4631.15                   2.0188                    100.062                   7427.42                   
1607.9                    -6037.3                   4017.36                   2.02001                   100.062                   7427.89                   
1595.32                   -6351.96                  3505.13                   2.02096                   100.062                   7428.22                   
1587.69                   -6461.9                   3302                      2.02133                   100.063                   7428.33                   
1578.93                   -6561.58                  3103.93                   2.02168                   100.063                   7428.44                   
1558.91                   -6731.14                  2728.7                    2.02233                   100.063                   7428.61                   
1514.43                   -6969.34                  2079.11                   2.02343                   100.063                   7428.86                   
1450.83                   -7159.89                  1349.66                   2.02462                   100.063                   7429.04                   
1371.34                   -7276.85                  598.983                   2.02583                   100.063                   7429.12                   
1277.24                   -7316.77                  -158.792                  2.02704                   100.063                   7429.11                   
1169.58                   -7279.08                  -914.933                  2.02825                   100.063                   7429                      
