Sat1.X                    Sat1.Y                    Sat1.Z                    Sat1.ElapsedDays          Sat1.RAAN                 Sat1.Earth.RMAG           
1506.07                   -4992.02                  5288.67                   0.764456                  99.1207                   7426.88                   
1516.73                   -5519.36                  4733.18                   0.765667                  99.1216                   7427.44                   
1511.27                   -5987.86                  4127.48                   0.766878                  99.1223                   7427.95                   
1489.76                   -6392.59                  3478.04                   0.768089                  99.1228                   7428.41                   
1481.29                   -6489.68                  3297.39                   0.768413                  99.1229                   7428.52                   
1471.96                   -6579.45                  3119.08                   0.768729                  99.123                    7428.62                   
1438.59                   -6814.39                  2585.16                   0.769653                  99.1233                   7428.89                   
1383.39                   -7051.82                  1884.31                   0.770826                  99.1235                   7429.16                   
1312.31                   -7222.36                  1144.8                    0.772031                  99.1236                   7429.35                   
1227.14                   -7316.94                  391.021                   0.773239                  99.1236                   7429.43                   
1128.93                   -7333.96                  -367.088                  0.774448                  99.1236                   7429.41                   
1018.76                   -7273.18                  -1121.3                   0.775657                  99.1236                   7429.29                   
897.771                   -7135.27                  -1863.61                  0.776866                  99.1237                   7429.07                   
767.253                   -6921.66                  -2586.19                  0.778075                  99.1238                   7428.76                   
628.574                   -6634.59                  -3281.4                   0.779284                  99.1241                   7428.36                   
483.193                   -6277.06                  -3941.89                  0.780494                  99.1245                   7427.89                   
332.645                   -5852.83                  -4560.63                  0.781703                  99.1251                   7427.35                   
178.52                    -5366.34                  -5131.04                  0.782914                  99.1259                   7426.78                   
22.4461                   -4822.71                  -5647.03                  0.784124                  99.1269                   7426.17                   
-133.919                  -4227.67                  -6103.08                  0.785335                  99.1281                   7425.55                   
-288.913                  -3587.52                  -6494.29                  0.786547                  99.1294                   7424.93                   
-440.883                  -2909.05                  -6816.43                  0.787759                  99.131                    7424.33                   
-588.207                  -2199.48                  -7066.01                  0.788971                  99.1327                   7423.76                   
-729.306                  -1466.36                  -7240.32                  0.790183                  99.1345                   7423.23                   
-817.627                  -977.148                  -7312.74                  0.790977                  99.1357                   7422.91                   
-861.637                  -723.572                  -7336.98                  0.791386                  99.1363                   7422.75                   
-908.286                  -446.995                  -7353.24                  0.79183                   99.137                    7422.59                   
-985.869                  32.6431                   -7356.5                   0.792598                  99.1382                   7422.34                   
-1094.3                   751.59                    -7302.31                  0.793751                  99.14                     7422                      
-1196.41                  1495.44                   -7170.36                  0.794956                  99.1418                   7421.71                   
-1286.35                  2227.22                   -6961.56                  0.796168                  99.1435                   7421.49                   
-1362.64                  2935.56                   -6678.46                  0.79738                   99.1451                   7421.33                   
-1424.41                  3612.48                   -6324.22                  0.798591                  99.1466                   7421.23                   
-1471.01                  4250.72                   -5902.67                  0.799803                  99.1479                   7421.19                   
-1501.94                  4843.48                   -5418.38                  0.801013                  99.149                    7421.19                   
-1516.89                  5384.48                   -4876.57                  0.802223                  99.1499                   7421.22                   
-1515.71                  5868                      -4283.06                  0.803433                  99.1506                   7421.28                   
-1498.43                  6288.95                   -3644.22                  0.804642                  99.1511                   7421.36                   
-1465.25                  6642.93                   -2966.85                  0.80585                   99.1515                   7421.44                   
-1416.52                  6926.25                   -2258.18                  0.807058                  99.1517                   7421.51                   
-1352.77                  7135.96                   -1525.72                  0.808265                  99.1519                   7421.58                   
-1274.69                  7269.91                   -777.217                  0.809473                  99.1519                   7421.63                   
-1183.1                   7326.72                   -20.5864                  0.81068                   99.1519                   7421.65                   
-1078.97                  7305.81                   736.198                   0.811886                  99.1519                   7421.66                   
-963.399                  7207.43                   1485.16                   0.813093                  99.152                    7421.65                   
-837.599                  7032.61                   2218.41                   0.8143                    99.1521                   7421.62                   
-702.894                  6783.18                   2928.21                   0.815508                  99.1523                   7421.59                   
-560.695                  6461.73                   3607.07                   0.816715                  99.1527                   7421.54                   
-412.503                  6071.63                   4247.81                   0.817923                  99.1532                   7421.5                    
-259.874                  5616.95                   4843.62                   0.819132                  99.1539                   7421.47                   
-104.424                  5102.46                   5388.15                   0.820341                  99.1548                   7421.47                   
52.2071                   4533.57                   5875.59                   0.82155                   99.1558                   7421.5                    
208.358                   3916.26                   6300.72                   0.82276                   99.157                    7421.56                   
362.365                   3257.06                   6658.95                   0.823971                  99.1584                   7421.68                   
512.586                   2562.97                   6946.39                   0.825182                  99.16                     7421.85                   
657.415                   1841.37                   7159.92                   0.826394                  99.1616                   7422.08                   
795.302                   1099.95                   7297.21                   0.827606                  99.1633                   7422.37                   
924.765                   346.627                   7356.74                   0.828818                  99.1651                   7422.73                   
1044.42                   -410.524                  7337.83                   0.830031                  99.1669                   7423.15                   
1152.97                   -1163.39                  7240.67                   0.831243                  99.1687                   7423.62                   
1249.25                   -1903.89                  7066.29                   0.832456                  99.1704                   7424.14                   
1332.24                   -2624.1                   6816.56                   0.833669                  99.172                    7424.7                    
1401.05                   -3316.3                   6494.16                   0.834881                  99.1735                   7425.29                   
1454.94                   -3973.07                  6102.6                    0.836094                  99.1748                   7425.89                   
1493.34                   -4587.43                  5646.08                   0.837305                  99.176                    7426.49                   
1515.85                   -5152.82                  5129.52                   0.838517                  99.177                    7427.07                   
1522.24                   -5663.26                  4558.49                   0.839728                  99.1778                   7427.62                   
1512.46                   -6113.34                  3939.11                   0.840939                  99.1784                   7428.12                   
1497.31                   -6373.37                  3509.93                   0.841733                  99.1787                   7428.42                   
1489.31                   -6469.56                  3333.13                   0.842051                  99.1789                   7428.53                   
1481.08                   -6552.85                  3170.33                   0.84234                   99.1789                   7428.62                   
1463.86                   -6693.83                  2869.95                   0.842865                  99.1791                   7428.78                   
1418.08                   -6946.47                  2219.64                   0.843971                  99.1793                   7429.07                   
1354.33                   -7150.57                  1493.2                    0.845168                  99.1794                   7429.3                    
1275.75                   -7281.11                  744.601                   0.846376                  99.1795                   7429.44                   
1183.58                   -7334.58                  -12.5703                  0.847585                  99.1795                   7429.47                   
1078.84                   -7310.25                  -769.641                  0.848793                  99.1795                   7429.4                    
962.668                   -7208.39                  -1518.53                  0.850002                  99.1795                   7429.23                   
836.274                   -7030.06                  -2251.33                  0.851211                  99.1797                   7428.97                   
700.993                   -6777.14                  -2960.29                  0.852421                  99.1799                   7428.62                   
558.248                   -6452.27                  -3637.92                  0.85363                   99.1803                   7428.18                   
409.542                   -6058.85                  -4277.03                  0.85484                   99.1808                   7427.68                   
256.447                   -5601.02                  -4870.83                  0.85605                   99.1815                   7427.13                   
100.577                   -5083.58                  -5412.99                  0.85726                   99.1824                   7426.54                   
-56.4111                  -4511.99                  -5897.72                  0.858471                  99.1836                   7425.92                   
-212.855                  -3892.27                  -6319.81                  0.859682                  99.1849                   7425.3                    
-367.086                  -3231                     -6674.72                  0.860894                  99.1863                   7424.69                   
-517.459                  -2535.2                   -6958.6                   0.862106                  99.188                    7424.1                    
-662.367                  -1812.28                  -7168.39                  0.863318                  99.1897                   7423.54                   
-800.256                  -1069.95                  -7301.8                   0.864531                  99.1915                   7423.03                   
-842.325                  -831.49                   -7327.91                  0.864916                  99.1921                   7422.88                   
-880.257                  -611.163                  -7344.99                  0.86527                   99.1927                   7422.75                   
-947.209                  -208.911                  -7358.87                  0.865915                  99.1937                   7422.52                   
-1049.97                  446.469                   -7333.97                  0.866965                  99.1953                   7422.19                   
-1156.55                  1186.67                   -7234.53                  0.868158                  99.1971                   7421.87                   
-1252.5                   1925.11                   -7057.31                  0.869368                  99.1989                   7421.62                   
-1335.27                  2644.11                   -6804.65                  0.87058                   99.2005                   7421.43                   
-1403.83                  3334.9                    -6479.46                  0.871792                  99.202                    7421.3                    
-1457.43                  3989.97                   -6085.28                  0.873003                  99.2034                   7421.23                   
-1495.5                   4602.34                   -5626.39                  0.874214                  99.2046                   7421.2                    
-1517.66                  5165.49                   -5107.73                  0.875424                  99.2056                   7421.22                   
-1523.67                  5673.47                   -4534.89                  0.876634                  99.2064                   7421.26                   
-1513.49                  6120.94                   -3914.02                  0.877843                  99.207                    7421.32                   
-1487.24                  6503.18                   -3251.75                  0.879051                  99.2075                   7421.4                    
-1445.21                  6816.22                   -2555.14                  0.88026                   99.2077                   7421.47                   
-1387.86                  7056.79                   -1831.6                   0.881467                  99.2079                   7421.53                   
-1315.79                  7222.41                   -1088.79                  0.882675                  99.208                    7421.58                   
-1229.78                  7311.37                   -334.549                  0.883882                  99.208                    7421.62                   
-1130.74                  7322.77                   423.148                   0.885089                  99.208                    7421.63                   
-1019.7                   7256.51                   1176.32                   0.886295                  99.208                    7421.63                   
-897.852                  7113.3                    1917.04                   0.887502                  99.2081                   7421.6                    
-766.461                  6894.63                   2637.48                   0.88871                   99.2083                   7421.57                   
-626.909                  6602.78                   3330.05                   0.889917                  99.2086                   7421.52                   
-480.667                  6240.81                   3987.43                   0.891125                  99.2091                   7421.48                   
-329.27                   5812.49                   4602.64                   0.892333                  99.2097                   7421.44                   
-174.314                  5322.31                   5169.16                   0.893542                  99.2105                   7421.43                   
-17.4408                  4775.42                   5680.92                   0.894751                  99.2115                   7421.44                   
139.691                   4177.56                   6132.45                   0.895961                  99.2127                   7421.49                   
295.412                   3535.05                   6518.89                   0.897171                  99.214                    7421.58                   
448.063                   2854.69                   6836.08                   0.898382                  99.2155                   7421.73                   
596.013                   2143.71                   7080.56                   0.899594                  99.2171                   7421.94                   
737.679                   1409.69                   7249.67                   0.900805                  99.2188                   7422.21                   
871.541                   660.459                   7341.55                   0.902018                  99.2206                   7422.54                   
996.161                   -95.967                   7355.16                   0.90323                   99.2224                   7422.93                   
1110.2                    -851.474                  7290.35                   0.904443                  99.2241                   7423.39                   
1212.43                   -1597.97                  7147.78                   0.905656                  99.2258                   7423.9                    
1301.76                   -2327.44                  6928.98                   0.906868                  99.2275                   7424.45                   
1377.24                   -3032.08                  6636.32                   0.908081                  99.229                    7425.03                   
1438.04                   -3704.34                  6272.94                   0.909293                  99.2303                   7425.63                   
1483.54                   -4337.05                  5842.78                   0.910505                  99.2315                   7426.23                   
1513.25                   -4923.45                  5350.47                   0.911717                  99.2325                   7426.83                   
1526.86                   -5457.33                  4801.3                    0.912928                  99.2333                   7427.4                    
1524.24                   -5933.03                  4201.18                   0.914139                  99.234                    7427.93                   
1505.43                   -6345.54                  3556.52                   0.91535                   99.2345                   7428.4                    
1494.03                   -6485.21                  3300.51                   0.915811                  99.2346                   7428.56                   
1480.47                   -6613.73                  3041.79                   0.916268                  99.2347                   7428.71                   
1452.8                    -6806.01                  2599.37                   0.917032                  99.2349                   7428.93                   
1399.67                   -7040.63                  1914.03                   0.91818                   99.235                    7429.21                   
1329.69                   -7214.09                  1176.8                    0.919383                  99.2351                   7429.4                    
1245.31                   -7312.13                  423.532                   0.920591                  99.2351                   7429.5                    
1147.69                   -7332.68                  -334.585                  0.9218                    99.2351                   7429.49                   
1037.89                   -7275.46                  -1089.16                  0.923009                  99.2351                   7429.39                   
917.083                   -7141.06                  -1832.18                  0.924218                  99.2352                   7429.18                   
786.533                   -6930.91                  -2555.79                  0.925427                  99.2354                   7428.88                   
647.617                   -6647.2                   -3252.35                  0.926636                  99.2357                   7428.49                   
501.801                   -6292.91                  -3914.46                  0.927846                  99.2362                   7428.02                   
350.62                    -5871.75                  -4535.13                  0.929056                  99.2368                   7427.5                    
195.671                   -5388.14                  -5107.73                  0.930266                  99.2376                   7426.92                   
38.5939                   -4847.16                  -5626.16                  0.931476                  99.2386                   7426.32                   
-118.949                  -4254.52                  -6084.89                  0.932687                  99.2397                   7425.69                   
-275.28                   -3616.48                  -6478.96                  0.933899                  99.2411                   7425.07                   
-428.733                  -2939.81                  -6804.13                  0.935111                  99.2426                   7424.45                   
-577.668                  -2231.71                  -7056.88                  0.936323                  99.2443                   7423.87                   
-720.493                  -1499.73                  -7234.46                  0.937535                  99.246                    7423.33                   
-815.72                   -978.951                  -7312.79                  0.938381                  99.2473                   7422.98                   
-889.044                  -557.584                  -7348.16                  0.93906                   99.2483                   7422.72                   
-966.893                  -88.1256                  -7358.68                  0.939812                  99.2494                   7422.45                   
-1077.98                  628.497                   -7316.45                  0.940961                  99.2512                   7422.09                   
-1183.44                  1373.83                   -7196.87                  0.942166                  99.253                    7421.78                   
-1276.93                  2108.54                   -7000.19                  0.943378                  99.2547                   7421.53                   
-1356.86                  2821.09                   -6728.81                  0.944589                  99.2563                   7421.35                   
-1422.34                  3503.44                   -6385.73                  0.945801                  99.2578                   7421.23                   
-1472.66                  4148.27                   -5974.68                  0.947012                  99.2591                   7421.17                   
-1507.3                   4748.71                   -5500.12                  0.948223                  99.2602                   7421.15                   
-1525.89                  5298.38                   -4967.15                  0.949433                  99.2612                   7421.17                   
-1528.26                  5791.47                   -4381.51                  0.950643                  99.2619                   7421.21                   
-1514.39                  6222.8                    -3749.49                  0.951852                  99.2625                   7421.27                   
-1484.44                  6587.86                   -3077.81                  0.95306                   99.2629                   7421.34                   
-1438.74                  6882.82                   -2373.66                  0.954268                  99.2631                   7421.41                   
-1377.79                  7104.62                   -1644.49                  0.955476                  99.2632                   7421.47                   
-1302.24                  7250.98                   -898.027                  0.956683                  99.2633                   7421.52                   
-1212.88                  7320.39                   -142.159                  0.95789                   99.2633                   7421.55                   
-1110.67                  7312.15                   615.137                   0.959097                  99.2633                   7421.56                   
-996.681                  7226.37                   1365.88                   0.960304                  99.2633                   7421.55                   
-872.111                  7063.94                   2102.19                   0.961511                  99.2634                   7421.52                   
-738.272                  6826.57                   2816.26                   0.962718                  99.2637                   7421.49                   
-596.569                  6516.74                   3500.57                   0.963925                  99.264                    7421.45                   
-448.492                  6137.68                   4147.89                   0.965133                  99.2645                   7421.41                   
-295.599                  5693.36                   4751.33                   0.966342                  99.2652                   7421.38                   
-139.505                  5188.42                   5304.49                   0.967551                  99.266                    7421.37                   
18.1399                   4628.18                   5801.44                   0.96876                   99.2671                   7421.4                    
175.666                   4018.53                   6236.88                   0.96997                   99.2683                   7421.46                   
331.399                   3365.91                   6606.11                   0.97118                   99.2697                   7421.58                   
483.678                   2677.23                   6905.13                   0.972391                  99.2712                   7421.74                   
630.875                   1959.82                   7130.69                   0.973603                  99.2729                   7421.97                   
771.416                   1221.33                   7280.33                   0.974815                  99.2746                   7422.26                   
903.791                   469.637                   7352.41                   0.976027                  99.2764                   7422.62                   
1026.58                   -287.206                  7346.09                   0.97724                   99.2781                   7423.03                   
1138.46                   -1041.08                  7261.44                   0.978453                  99.2799                   7423.51                   
1238.23                   -1783.91                  7099.35                   0.979665                  99.2816                   7424.03                   
1324.82                   -2507.73                  6861.54                   0.980878                  99.2831                   7424.6                    
1397.3                    -3204.77                  6550.6                    0.98209                   99.2846                   7425.19                   
1454.91                   -3867.59                  6169.88                   0.983303                  99.2859                   7425.8                    
1497.03                   -4489.12                  5723.48                   0.984515                  99.287                    7426.4                    
1523.22                   -5062.73                  5216.21                   0.985726                  99.2879                   7427                      
1533.2                    -5582.34                  4653.54                   0.986938                  99.2886                   7427.56                   
1526.89                   -6042.45                  4041.5                    0.988148                  99.2892                   7428.07                   
1510.55                   -6358.93                  3530.43                   0.989099                  99.2895                   7428.43                   
1503.09                   -6453.02                  3358.94                   0.989408                  99.2896                   7428.54                   
1495.21                   -6536.64                  3197.09                   0.989697                  99.2897                   7428.64                   
1466.68                   -6760.35                  2708.32                   0.990547                  99.2899                   7428.9                    
1415.29                   -7008.32                  2018.19                   0.99171                   99.29                     7429.18                   
1347.44                   -7192.73                  1282.52                   0.992914                  99.2901                   7429.39                   
1265.08                   -7301.75                  530.424                   0.994122                  99.2901                   7429.49                   
1169.27                   -7333.37                  -227.549                  0.995331                  99.2901                   7429.49                   
1061.07                   -7287.21                  -983.106                  0.99654                   99.2901                   7429.39                   
941.599                   -7163.76                  -1728.23                  0.997749                  99.2902                   7429.19                   
812.135                   -6964.31                  -2455.03                  0.998958                  99.2904                   7428.89                   
674.037                   -6690.96                  -3155.85                  1.00017                   99.2906                   7428.5                    
528.757                   -6346.56                  -3823.26                  1.00138                   99.291                    7428.04                   
377.828                   -5934.73                  -4450.19                  1.00259                   99.2916                   7427.51                   
222.845                   -5459.79                  -5029.95                  1.0038                    99.2924                   7426.94                   
65.4448                   -4926.72                  -5556.38                  1.00501                   99.2933                   7426.32                   
-92.7032                  -4341.16                  -6023.84                  1.00622                   99.2944                   7425.69                   
-249.918                  -3709.28                  -6427.31                  1.00743                   99.2957                   7425.06                   
-404.524                  -3037.79                  -6762.43                  1.00864                   99.2971                   7424.44                   
-554.871                  -2333.83                  -7025.59                  1.00985                   99.2987                   7423.85                   
-699.35                   -1604.9                   -7213.91                  1.01107                   99.3004                   7423.29                   
-808.998                  -1012.71                  -7308.85                  1.01203                   99.3018                   7422.89                   
-847.557                  -795.484                  -7331.17                  1.01238                   99.3023                   7422.75                   
-881.905                  -597.689                  -7345.78                  1.0127                    99.3028                   7422.63                   
-984.117                  17.3211                   -7356.73                  1.01368                   99.3043                   7422.28                   
-1097.71                  755.722                   -7301.29                  1.01487                   99.3061                   7421.92                   
-1202.17                  1501.61                   -7168.01                  1.01608                   99.3078                   7421.62                   
-1294.08                  2233.14                   -6958.12                  1.01729                   99.3095                   7421.39                   
-1372.22                  2940.9                    -6674.03                  1.0185                    99.3111                   7421.22                   
-1435.74                  3617.18                   -6318.83                  1.01971                   99.3125                   7421.12                   
-1483.97                  4254.7                    -5896.4                   1.02092                   99.3138                   7421.06                   
-1516.39                  4846.71                   -5411.29                  1.02213                   99.3149                   7421.06                   
-1532.67                  5386.92                   -4868.74                  1.02334                   99.3157                   7421.09                   
-1532.66                  5869.62                   -4274.57                  1.02455                   99.3164                   7421.14                   
-1516.36                  6289.73                   -3635.16                  1.02576                   99.3169                   7421.22                   
-1483.96                  6642.87                   -2957.32                  1.02697                   99.3173                   7421.29                   
-1435.82                  6925.34                   -2248.28                  1.02818                   99.3175                   7421.37                   
-1372.46                  7134.23                   -1515.55                  1.02939                   99.3176                   7421.44                   
-1294.56                  7267.36                   -766.894                  1.03059                   99.3177                   7421.49                   
-1202.93                  7323.38                   -10.2063                  1.0318                    99.3177                   7421.52                   
-1098.55                  7301.72                   746.526                   1.03301                   99.3177                   7421.54                   
-982.518                  7202.62                   1495.32                   1.03421                   99.3177                   7421.53                   
-856.055                  7027.14                   2228.3                    1.03542                   99.3179                   7421.51                   
-720.49                   6777.1                    2937.73                   1.03663                   99.3181                   7421.48                   
-577.247                  6455.11                   3616.11                   1.03784                   99.3185                   7421.45                   
-427.83                   6064.53                   4256.28                   1.03904                   99.319                    7421.42                   
-273.816                  5609.45                   4851.42                   1.04025                   99.3197                   7421.4                    
-116.829                  5094.64                   5395.2                    1.04146                   99.3206                   7421.4                    
41.4719                   4525.5                    5881.83                   1.04267                   99.3217                   7421.44                   
199.406                   3908.04                   6306.06                   1.04388                   99.323                    7421.52                   
355.294                   3248.77                   6663.34                   1.04509                   99.3244                   7421.64                   
507.474                   2554.69                   6949.79                   1.0463                    99.3259                   7421.83                   
654.317                   1833.18                   7162.29                   1.04752                   99.3276                   7422.07                   
794.252                   1091.94                   7298.52                   1.04873                   99.3293                   7422.37                   
925.776                   338.887                   7356.98                   1.04994                   99.3311                   7422.74                   
1047.48                   -417.913                  7337                      1.05115                   99.3329                   7423.17                   
1158.04                   -1170.34                  7238.77                   1.05236                   99.3346                   7423.65                   
1256.29                   -1910.34                  7063.34                   1.05358                   99.3363                   7424.18                   
1341.16                   -2629.95                  6812.6                    1.05479                   99.3379                   7424.75                   
1411.76                   -3321.5                   6489.24                   1.056                     99.3393                   7425.34                   
1467.32                   -3977.57                  6096.77                   1.05721                   99.3406                   7425.94                   
1507.26                   -4591.17                  5639.41                   1.05843                   99.3417                   7426.54                   
1531.17                   -5155.76                  5122.09                   1.05964                   99.3427                   7427.12                   
1538.79                   -5665.37                  4550.38                   1.06085                   99.3434                   7427.67                   
1530.06                   -6114.6                   3930.41                   1.06206                   99.344                    7428.16                   
1515.51                   -6374.01                  3501.03                   1.06285                   99.3443                   7428.45                   
1506.39                   -6484.63                  3296.07                   1.06322                   99.3444                   7428.58                   
1496.23                   -6584.99                  3095.91                   1.06358                   99.3445                   7428.69                   
1474.83                   -6748.34                  2733.68                   1.06421                   99.3446                   7428.87                   
1431.49                   -6970.51                  2134.17                   1.06522                   99.3448                   7429.12                   
1367.26                   -7164.46                  1412.77                   1.0664                    99.3449                   7429.32                   
1287.59                   -7286.83                  663.811                   1.06761                   99.3449                   7429.43                   
1194.13                   -7332.25                  -93.6109                  1.06882                   99.3449                   7429.44                   
1087.99                   -7299.91                  -850.158                  1.07003                   99.3449                   7429.34                   
970.307                   -7190.14                  -1597.7                   1.07124                   99.345                    7429.15                   
842.323                   -7004.09                  -2328.31                  1.07245                   99.3451                   7428.85                   
705.383                   -6743.72                  -3034.28                  1.07365                   99.3453                   7428.47                   
560.933                   -6411.76                  -3708.11                  1.07486                   99.3457                   7428.01                   
410.495                   -6011.67                  -4342.69                  1.07607                   99.3462                   7427.49                   
255.656                   -5547.66                  -4931.25                  1.07728                   99.3469                   7426.92                   
98.0551                   -5024.61                  -5467.51                  1.07849                   99.3478                   7426.3                    
-60.6399                  -4448.02                  -5945.76                  1.07971                   99.3489                   7425.67                   
-218.741                  -3824                     -6360.85                  1.08092                   99.3501                   7425.04                   
-374.566                  -3159.14                  -6708.32                  1.08213                   99.3515                   7424.42                   
-526.453                  -2460.52                  -6984.4                   1.08334                   99.3531                   7423.82                   
-672.774                  -1735.58                  -7186.1                   1.08455                   99.3547                   7423.27                   
-811.963                  -992.054                  -7311.22                  1.08576                   99.3565                   7422.76                   
-844.178                  -811.509                  -7329.7                   1.08606                   99.3569                   7422.65                   
-882.754                  -590.698                  -7346.12                  1.08641                   99.3574                   7422.51                   
-950.945                  -187.114                  -7358.74                  1.08706                   99.3584                   7422.28                   
